assessment_score_fact_id,student_dim_id,course_dim_id,section_dim_id,teacher_dim_id,assignment_dim_id,school_year,school_year_offset,sis_user_id,course_id,section_id,teacher_id,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,is_populated,is_present,is_nonparticipation_zero
2142,408,3,81,17,8,2028-2029,3,SYN-SIS-000408,MATH-ALG2,Y03-SEC-007,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,47.11,47.11,46.9,46.6387,3.13,school_year_growth,39.7666,46.9041,7.1375,true,true,false
2143,409,3,81,17,7,2028-2029,3,SYN-SIS-000409,MATH-ALG2,Y03-SEC-007,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,48.08,48.08,47.46,49.0072,-8.42,summer_atrophy,53.041,47.4581,-5.5829,true,true,false
2144,409,3,81,17,8,2028-2029,3,SYN-SIS-000409,MATH-ALG2,Y03-SEC-007,TCH-002,Assignment 08,8,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,47.4581,56.7624,9.3043,true,false,true
2145,410,4,84,18,7,2028-2029,3,SYN-SIS-000410,MATH-ALG2-H,Y03-SEC-010,TCH-003,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,73.32,73.32,78.87,69.5462,,initialize_latent_readiness,,78.87,,true,true,false
2146,410,4,84,18,8,2028-2029,3,SYN-SIS-000410,MATH-ALG2-H,Y03-SEC-010,TCH-003,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,89.45,89.45,88.35,85.8832,16.13,school_year_growth,78.87,88.3521,9.4821,true,true,false
2147,411,1,75,16,7,2028-2029,3,SYN-SIS-000411,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,58.81,,true,false,true
2148,411,1,75,16,8,2028-2029,3,SYN-SIS-000411,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 08,8,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,59.26,59.26,61.4,57.0472,,school_year_growth,58.81,61.4012,2.5912,true,true,false
2149,412,4,86,18,7,2028-2029,3,SYN-SIS-000412,MATH-ALG2-H,Y03-SEC-012,TCH-003,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,35.01,35.01,34.94,37.1809,,initialize_latent_readiness,,34.94,,true,true,false
2150,412,4,86,18,8,2028-2029,3,SYN-SIS-000412,MATH-ALG2-H,Y03-SEC-012,TCH-003,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,39.82,39.82,45.42,39.6856,4.81,school_year_growth,34.94,45.4157,10.4757,true,true,false
2151,413,2,78,17,7,2028-2029,3,SYN-SIS-000413,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,53.1,53.1,54.78,51.8431,,initialize_latent_readiness,,54.78,,true,true,false
2152,413,2,78,17,8,2028-2029,3,SYN-SIS-000413,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,62.99,62.99,62.56,61.101,9.89,school_year_growth,54.78,62.5641,7.7841,true,true,false
2153,414,1,76,16,7,2028-2029,3,SYN-SIS-000414,MATH-ALG1,Y03-SEC-002,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,24.33,24.33,20.41,27.5374,,initialize_latent_readiness,,20.41,,true,true,false
2154,414,1,76,16,8,2028-2029,3,SYN-SIS-000414,MATH-ALG1,Y03-SEC-002,TCH-001,Assignment 08,8,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,20.41,30.5409,10.1309,true,false,true
2155,415,2,79,16,7,2028-2029,3,SYN-SIS-000415,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,27.45,27.45,27.02,30.1733,,initialize_latent_readiness,,27.02,,true,true,false
2156,415,2,79,16,8,2028-2029,3,SYN-SIS-000415,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,35.85,35.85,36.89,35.3142,8.4,school_year_growth,27.02,36.8912,9.8712,true,true,false
2157,416,4,84,18,7,2028-2029,3,SYN-SIS-000416,MATH-ALG2-H,Y03-SEC-010,TCH-003,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,32.07,32.07,31.64,34.6971,,initialize_latent_readiness,,31.64,,true,true,false
2158,416,4,84,18,8,2028-2029,3,SYN-SIS-000416,MATH-ALG2-H,Y03-SEC-010,TCH-003,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,35.89,35.89,37.25,36.0378,3.82,school_year_growth,31.64,37.2473,5.6073,true,true,false
2159,417,2,77,17,7,2028-2029,3,SYN-SIS-000417,MATH-GEOM,Y03-SEC-003,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,52.11,52.11,53.71,51.0067,,initialize_latent_readiness,,53.71,,true,true,false
2160,417,2,77,17,8,2028-2029,3,SYN-SIS-000417,MATH-GEOM,Y03-SEC-003,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,54.04,54.04,55.73,53.4295,1.93,school_year_growth,53.71,55.7275,2.0175,true,true,false
2161,418,2,79,16,7,2028-2029,3,SYN-SIS-000418,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,54.19,54.19,54.99,52.764,,initialize_latent_readiness,,54.99,,true,true,false
2162,418,2,79,16,8,2028-2029,3,SYN-SIS-000418,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 08,8,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,54.99,60.0235,5.0335,true,false,true
2163,419,2,78,17,7,2028-2029,3,SYN-SIS-000419,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,44.71,44.71,44.03,44.755,,initialize_latent_readiness,,44.03,,true,true,false
2164,419,2,78,17,8,2028-2029,3,SYN-SIS-000419,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,48.89,48.89,49.39,48.2541,4.18,school_year_growth,44.03,49.3868,5.3568,true,true,false
2165,420,2,80,17,7,2028-2029,3,SYN-SIS-000420,MATH-GEOM,Y03-SEC-006,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,31.04,31.04,29.54,33.2062,,initialize_latent_readiness,,29.54,,true,true,false
2166,420,2,80,17,8,2028-2029,3,SYN-SIS-000420,MATH-GEOM,Y03-SEC-006,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,36.29,36.29,40.19,36.086,5.25,school_year_growth,29.54,40.1897,10.6497,true,true,false
2167,421,2,80,17,7,2028-2029,3,SYN-SIS-000421,MATH-GEOM,Y03-SEC-006,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,34.05,34.05,35.06,35.7491,,initialize_latent_readiness,,35.06,,true,true,false
2168,421,2,80,17,8,2028-2029,3,SYN-SIS-000421,MATH-GEOM,Y03-SEC-006,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,42.98,42.98,42.74,42.0733,8.93,school_year_growth,35.06,42.7369,7.6769,true,true,false
2169,422,2,79,16,7,2028-2029,3,SYN-SIS-000422,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,56.36,56.36,59.28,54.5972,,initialize_latent_readiness,,59.28,,true,true,false
2170,422,2,79,16,8,2028-2029,3,SYN-SIS-000422,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 08,8,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,59.28,69.111,9.831,true,false,true
2171,423,2,79,16,7,2028-2029,3,SYN-SIS-000423,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,80.57,80.57,81.85,75.0505,,initialize_latent_readiness,,81.85,,true,true,false
2172,423,2,79,16,8,2028-2029,3,SYN-SIS-000423,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,84.35,84.35,86.8,82.2075,3.78,school_year_growth,81.85,86.8016,4.9516,true,true,false
2173,424,4,86,18,7,2028-2029,3,SYN-SIS-000424,MATH-ALG2-H,Y03-SEC-012,TCH-003,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,62.44,62.44,65.6,60.3545,,initialize_latent_readiness,,65.6,,true,true,false
2174,424,4,86,18,8,2028-2029,3,SYN-SIS-000424,MATH-ALG2-H,Y03-SEC-012,TCH-003,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,71.44,71.44,68.57,69.4555,9.0,school_year_growth,65.6,68.5696,2.9696,true,true,false
2175,425,4,85,18,7,2028-2029,3,SYN-SIS-000425,MATH-ALG2-H,Y03-SEC-011,TCH-003,Assignment 07,7,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,30.0,,true,false,true
2176,425,4,85,18,8,2028-2029,3,SYN-SIS-000425,MATH-ALG2-H,Y03-SEC-011,TCH-003,Assignment 08,8,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,35.94,35.94,40.29,37.9666,,school_year_growth,30.0,40.2879,10.2879,true,true,false
2177,426,1,75,16,7,2028-2029,3,SYN-SIS-000426,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,24.36,24.36,24.28,27.5628,,initialize_latent_readiness,,24.28,,true,true,false
2178,426,1,75,16,8,2028-2029,3,SYN-SIS-000426,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,32.74,32.74,29.08,32.3425,8.38,school_year_growth,24.28,29.0768,4.7968,true,true,false
2179,427,1,75,16,7,2028-2029,3,SYN-SIS-000427,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,66.77,66.77,67.93,63.3919,,initialize_latent_readiness,,67.93,,true,true,false
2180,427,1,75,16,8,2028-2029,3,SYN-SIS-000427,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,72.62,72.62,72.87,70.76,5.85,school_year_growth,67.93,72.8672,4.9372,true,true,false
2181,428,1,75,16,7,2028-2029,3,SYN-SIS-000428,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,47.47,47.47,49.22,47.0867,,initialize_latent_readiness,,49.22,,true,true,false
2182,428,1,75,16,8,2028-2029,3,SYN-SIS-000428,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,55.59,55.59,54.68,54.222,8.12,school_year_growth,49.22,54.6826,5.4626,true,true,false
2183,429,2,77,17,7,2028-2029,3,SYN-SIS-000429,MATH-GEOM,Y03-SEC-003,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,13.08,13.08,17.22,18.0331,,initialize_latent_readiness,,17.22,,true,true,false
2184,429,2,77,17,8,2028-2029,3,SYN-SIS-000429,MATH-GEOM,Y03-SEC-003,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,27.43,27.43,27.45,26.5995,14.35,school_year_growth,17.22,27.4506,10.2306,true,true,false
2185,430,2,78,17,7,2028-2029,3,SYN-SIS-000430,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,62.96,62.96,63.9,60.1731,,initialize_latent_readiness,,63.9,,true,true,false
2186,430,2,78,17,8,2028-2029,3,SYN-SIS-000430,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,68.87,68.87,70.56,67.1673,5.91,school_year_growth,63.9,70.5647,6.6647,true,true,false
2187,431,5,89,19,7,2028-2029,3,SYN-SIS-000431,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,37.1,37.1,36.65,39.2569,,initialize_latent_readiness,,36.65,,true,true,false
2188,431,5,89,19,8,2028-2029,3,SYN-SIS-000431,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,42.63,42.63,44.25,42.3799,5.53,school_year_growth,36.65,44.2471,7.5971,true,true,false
2189,432,1,76,16,7,2028-2029,3,SYN-SIS-000432,MATH-ALG1,Y03-SEC-002,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,52.99,52.99,48.41,51.7502,,initialize_latent_readiness,,48.41,,true,true,false
2190,432,1,76,16,8,2028-2029,3,SYN-SIS-000432,MATH-ALG1,Y03-SEC-002,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,57.53,57.53,53.3,56.476,4.54,school_year_growth,48.41,53.3045,4.8945,true,true,false
2191,433,2,79,16,7,2028-2029,3,SYN-SIS-000433,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,59.64,59.64,61.41,57.3683,,initialize_latent_readiness,,61.41,,true,true,false
2192,433,2,79,16,8,2028-2029,3,SYN-SIS-000433,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 08,8,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,61.41,64.7597,3.3497,true,false,true
2193,434,1,76,16,7,2028-2029,3,SYN-SIS-000434,MATH-ALG1,Y03-SEC-002,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,32.75,32.75,36.42,34.6509,,initialize_latent_readiness,,36.42,,true,true,false
2194,434,1,76,16,8,2028-2029,3,SYN-SIS-000434,MATH-ALG1,Y03-SEC-002,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,39.36,39.36,38.94,38.8702,6.61,school_year_growth,36.42,38.9394,2.5194,true,true,false
2195,435,5,87,19,7,2028-2029,3,SYN-SIS-000435,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,43.25,43.25,46.71,44.4526,,initialize_latent_readiness,,46.71,,true,true,false
2196,435,5,87,19,8,2028-2029,3,SYN-SIS-000435,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,55.1,55.1,56.37,53.6002,11.85,school_year_growth,46.71,56.3705,9.6605,true,true,false
2197,436,1,76,16,7,2028-2029,3,SYN-SIS-000436,MATH-ALG1,Y03-SEC-002,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,16.8,16.8,17.04,21.1759,,initialize_latent_readiness,,17.04,,true,true,false
2198,436,1,76,16,8,2028-2029,3,SYN-SIS-000436,MATH-ALG1,Y03-SEC-002,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,27.83,27.83,27.28,27.352,11.03,school_year_growth,17.04,27.2764,10.2364,true,true,false
2199,437,1,75,16,7,2028-2029,3,SYN-SIS-000437,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,28.65,28.65,30.67,31.1871,,initialize_latent_readiness,,30.67,,true,true,false
2200,437,1,75,16,8,2028-2029,3,SYN-SIS-000437,MATH-ALG1,Y03-SEC-001,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,39.29,39.29,39.22,38.3542,10.64,school_year_growth,30.67,39.2227,8.5527,true,true,false
2201,438,4,86,18,7,2028-2029,3,SYN-SIS-000438,MATH-ALG2-H,Y03-SEC-012,TCH-003,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,31.57,31.57,35.01,34.2747,,initialize_latent_readiness,,35.01,,true,true,false
2202,438,4,86,18,8,2028-2029,3,SYN-SIS-000438,MATH-ALG2-H,Y03-SEC-012,TCH-003,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,36.73,36.73,41.78,36.6917,5.16,school_year_growth,35.01,41.7834,6.7734,true,true,false
2203,439,4,84,18,7,2028-2029,3,SYN-SIS-000439,MATH-ALG2-H,Y03-SEC-010,TCH-003,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,38.32,38.32,35.42,39.9772,,initialize_latent_readiness,,35.42,,true,true,false
2204,439,4,84,18,8,2028-2029,3,SYN-SIS-000439,MATH-ALG2-H,Y03-SEC-010,TCH-003,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,42.35,42.35,42.41,42.1918,4.03,school_year_growth,35.42,42.405,6.985,true,true,false
2205,440,2,80,17,7,2028-2029,3,SYN-SIS-000440,MATH-GEOM,Y03-SEC-006,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,76.2,76.2,76.79,71.3586,,initialize_latent_readiness,,76.79,,true,true,false
2206,440,2,80,17,8,2028-2029,3,SYN-SIS-000440,MATH-GEOM,Y03-SEC-006,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,79.47,79.47,80.88,77.5978,3.27,school_year_growth,76.79,80.878,4.088,true,true,false
2207,441,2,80,17,7,2028-2029,3,SYN-SIS-000441,MATH-GEOM,Y03-SEC-006,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,initialize_latent_readiness,,21.53,,true,false,true
2208,441,2,80,17,8,2028-2029,3,SYN-SIS-000441,MATH-GEOM,Y03-SEC-006,TCH-002,Assignment 08,8,end_of_year,school_year_growth,initialize_readiness,first_present_evidence_from_latent,populated,35.08,35.08,34.75,36.6193,,school_year_growth,21.53,34.7463,13.2163,true,true,false
2209,442,2,79,16,7,2028-2029,3,SYN-SIS-000442,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,12.84,12.84,11.55,17.8303,,initialize_latent_readiness,,11.55,,true,true,false
2210,442,2,79,16,8,2028-2029,3,SYN-SIS-000442,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,14.44,14.44,15.5,15.5985,1.6,school_year_growth,11.55,15.4968,3.9468,true,true,false
2211,443,2,78,17,7,2028-2029,3,SYN-SIS-000443,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,43.49,43.49,45.8,43.7243,,initialize_latent_readiness,,45.8,,true,true,false
2212,443,2,78,17,8,2028-2029,3,SYN-SIS-000443,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,49.94,49.94,53.93,49.0052,6.45,school_year_growth,45.8,53.9338,8.1338,true,true,false
2213,444,2,77,17,7,2028-2029,3,SYN-SIS-000444,MATH-GEOM,Y03-SEC-003,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,69.08,69.08,65.6,65.3434,,initialize_latent_readiness,,65.6,,true,true,false
2214,444,2,77,17,8,2028-2029,3,SYN-SIS-000444,MATH-GEOM,Y03-SEC-003,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,73.76,73.76,70.05,71.9805,4.68,school_year_growth,65.6,70.0533,4.4533,true,true,false
2215,445,2,78,17,7,2028-2029,3,SYN-SIS-000445,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,37.84,37.84,38.93,38.951,,initialize_latent_readiness,,38.93,,true,true,false
2216,445,2,78,17,8,2028-2029,3,SYN-SIS-000445,MATH-GEOM,Y03-SEC-004,TCH-002,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,42.39,42.39,44.73,41.9972,4.55,school_year_growth,38.93,44.7252,5.7952,true,true,false
2217,446,2,79,16,7,2028-2029,3,SYN-SIS-000446,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,27.9,27.9,28.34,30.5534,,initialize_latent_readiness,,28.34,,true,true,false
2218,446,2,79,16,8,2028-2029,3,SYN-SIS-000446,MATH-GEOM,Y03-SEC-005,TCH-001,Assignment 08,8,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,35.11,35.11,35.63,34.7392,7.21,school_year_growth,28.34,35.6342,7.2942,true,true,false
2219,447,5,89,19,7,2028-2029,3,SYN-SIS-000447,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,Assignment 07,7,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,17.02,17.02,20.12,22.2928,,initialize_latent_readiness,,20.12,,true,true,false
